entidad_a,rangedad_a,orgpoltt,orgpol1,orgpol2,orgpol3,orgpol4,orgpol5,orgpol6,orgpol7,orgpol8,orgpol9,orgpol10,orgpol11,orgpol12,orgpol13,orgpol14,orgpol15,orgpol16,orgpol17,orgpol18
28,2,5,5,0,4,0,NA,NA,0,0,NA,NA,NA,NA,0,0,1,0,0,0
28,3,10,9,1,9,1,NA,NA,0,0,NA,NA,NA,NA,0,0,0,0,0,0
28,4,5,5,0,5,0,NA,NA,0,0,NA,NA,NA,NA,0,0,0,0,0,0
28,5,6,5,1,5,0,NA,NA,0,0,NA,NA,NA,NA,0,0,0,1,0,0
28,6,7,7,0,4,0,NA,NA,0,0,NA,NA,NA,NA,0,0,3,0,0,0
28,7,2,2,0,2,0,NA,NA,0,0,NA,NA,NA,NA,0,0,0,0,0,0
28,8,2,2,0,1,0,NA,NA,0,0,NA,NA,NA,NA,0,0,1,0,0,0
28,9,6,4,2,1,0,NA,NA,0,0,NA,NA,NA,NA,0,0,3,2,0,0
28,10,0,0,0,0,0,NA,NA,0,0,NA,NA,NA,NA,0,0,0,0,0,0
28,99,,,,,,,,,,,,,,,,,,,
29,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0
29,2,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0
29,3,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0
29,4,2,2,0,2,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0
29,5,3,3,0,1,0,0,0,1,0,0,0,NA,NA,1,0,0,0,0,0
29,6,2,2,0,1,0,0,0,0,0,0,0,NA,NA,1,0,0,0,0,0
29,7,1,1,0,1,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0
29,8,4,4,0,2,0,0,0,2,0,0,0,NA,NA,0,0,0,0,0,0
29,9,6,6,0,4,0,0,0,2,0,0,0,NA,NA,0,0,0,0,0,0
29,10,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0
29,99,,,,,,,,,,,,,,,,,,,
30,1,1,1,0,0,0,1,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0
30,2,6,6,0,4,0,1,0,0,0,NA,NA,NA,NA,0,0,1,0,0,0
30,3,6,5,1,4,1,1,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0
30,4,9,6,3,5,2,1,0,0,0,NA,NA,NA,NA,0,0,0,1,0,0
30,5,8,7,1,4,1,1,0,0,0,NA,NA,NA,NA,0,0,2,0,0,0
30,6,7,6,1,4,0,0,0,0,0,NA,NA,NA,NA,0,1,2,0,0,0
30,7,13,12,1,4,1,5,0,0,0,NA,NA,NA,NA,0,0,3,0,0,0
30,8,8,7,1,3,0,2,1,0,0,NA,NA,NA,NA,0,0,2,0,0,0
30,9,24,22,2,9,1,5,0,0,0,NA,NA,NA,NA,0,0,8,1,0,0
30,10,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0
30,99,,,,,,,,,,,,,,,,,,,
31,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,4,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,5,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,6,5,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
31,7,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,8,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,9,9,9,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
31,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,99,,,,,,,,,,,,,,,,,,,
32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,4,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,5,13,13,0,6,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0
32,6,3,3,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
32,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
32,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,9,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
32,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,99,,,,,,,,,,,,,,,,,,,
