AÑO,MES,Entidad donde se recibió la Denuncia,RD_H,RD_M,RD_215_H,RD_215_M,EVDI_H,EVDI_M,EVDV_H,EVDV_M,EV_215_I_H,EV_215_I_M,EV_215_V_H,EV_215_V_M,DESV_H,DESV_M,DESV_215_H,DESV_215_M,CDNB_H,CDNB_M,CDNB_215_H,CDNB_215_M
2014,8,OAXACA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,8,PUEBLA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,8,QUERÉTARO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,8,QUINTANA ROO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,8,SAN LUIS POTOSÍ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,8,SINALOA,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2014,8,SONORA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,8,TABASCO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,8,TAMAULIPAS,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0
2014,8,TLAXCALA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,8,VERACRUZ DE IGNACIO DE LA LLAVE,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2014,8,YUCATÁN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,8,ZACATECAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,9,AGUASCALIENTES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,9,BAJA CALIFORNIA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2014,9,BAJA CALIFORNIA SUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,9,CAMPECHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,9,COAHUILA DE ZARAGOZA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2014,9,COLIMA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,9,CHIAPAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,9,CHIHUAHUA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,9,CIUDAD DE MÉXICO,54,26,12,0,3,1,0,8,0,0,0,0,0,0,0,0,11,19,0,0
2014,9,DURANGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,9,GUANAJUATO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,9,GUERRERO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,9,HIDALGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,9,JALISCO,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
2014,9,MÉXICO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,9,MICHOACÁN DE OCAMPO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,9,MORELOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,9,NAYARIT,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2014,9,NUEVO LEÓN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,9,OAXACA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2014,9,PUEBLA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,9,QUERÉTARO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,9,QUINTANA ROO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,9,SAN LUIS POTOSÍ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,9,SINALOA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,9,SONORA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2014,9,TABASCO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,9,TAMAULIPAS,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0
2014,9,TLAXCALA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,9,VERACRUZ DE IGNACIO DE LA LLAVE,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,9,YUCATÁN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,9,ZACATECAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,10,AGUASCALIENTES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,10,BAJA CALIFORNIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,10,BAJA CALIFORNIA SUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,10,CAMPECHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,10,COAHUILA DE ZARAGOZA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2014,10,COLIMA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2014,10,CHIAPAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,10,CHIHUAHUA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2014,10,CIUDAD DE MÉXICO,82,20,3,0,2,0,1,7,0,0,0,0,0,0,0,0,54,13,0,0
2014,10,DURANGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,10,GUANAJUATO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,10,GUERRERO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,10,HIDALGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,10,JALISCO,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2014,10,MÉXICO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,10,MICHOACÁN DE OCAMPO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,10,MORELOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,10,NAYARIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,10,NUEVO LEÓN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2014,10,OAXACA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,10,PUEBLA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,10,QUERÉTARO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,10,QUINTANA ROO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,10,SAN LUIS POTOSÍ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2014,10,SINALOA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,10,SONORA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,10,TABASCO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,10,TAMAULIPAS,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
2014,10,TLAXCALA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,10,VERACRUZ DE IGNACIO DE LA LLAVE,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0
2014,10,YUCATÁN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,10,ZACATECAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,11,AGUASCALIENTES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,11,BAJA CALIFORNIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,11,BAJA CALIFORNIA SUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,11,CAMPECHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,11,COAHUILA DE ZARAGOZA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2014,11,COLIMA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,11,CHIAPAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,11,CHIHUAHUA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,11,CIUDAD DE MÉXICO,16,19,6,0,0,1,5,8,0,0,0,0,0,0,0,0,1,11,0,0
2014,11,DURANGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,11,GUANAJUATO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,11,GUERRERO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,11,HIDALGO,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,11,JALISCO,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2014,11,MÉXICO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,11,MICHOACÁN DE OCAMPO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2014,11,MORELOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,11,NAYARIT,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2014,11,NUEVO LEÓN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,11,OAXACA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,11,PUEBLA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,11,QUERÉTARO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,11,QUINTANA ROO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,11,SAN LUIS POTOSÍ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,11,SINALOA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,11,SONORA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,11,TABASCO,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,11,TAMAULIPAS,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
2014,11,TLAXCALA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,11,VERACRUZ DE IGNACIO DE LA LLAVE,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2014,11,YUCATÁN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,11,ZACATECAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,12,AGUASCALIENTES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,12,BAJA CALIFORNIA,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2014,12,BAJA CALIFORNIA SUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,12,CAMPECHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,12,COAHUILA DE ZARAGOZA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,12,COLIMA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,12,CHIAPAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,12,CHIHUAHUA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,12,CIUDAD DE MÉXICO,166,37,0,0,0,0,6,8,0,0,0,0,0,0,0,0,6,21,0,0
2014,12,DURANGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,12,GUANAJUATO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,12,GUERRERO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,12,HIDALGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,12,JALISCO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,12,MÉXICO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,12,MICHOACÁN DE OCAMPO,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0
2014,12,MORELOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,12,NAYARIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,12,NUEVO LEÓN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,12,OAXACA,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
2014,12,PUEBLA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,12,QUERÉTARO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,12,QUINTANA ROO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,12,SAN LUIS POTOSÍ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,12,SINALOA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,12,SONORA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,12,TABASCO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,12,TAMAULIPAS,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,12,TLAXCALA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,12,VERACRUZ DE IGNACIO DE LA LLAVE,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,12,YUCATÁN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,12,ZACATECAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,1,AGUASCALIENTES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,1,BAJA CALIFORNIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,1,BAJA CALIFORNIA SUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,1,CAMPECHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,1,COAHUILA DE ZARAGOZA,0,1,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6,0
2015,1,COLIMA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,1,CHIAPAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,1,CHIHUAHUA,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0
2015,1,CIUDAD DE MÉXICO,15,11,1,0,1,0,1,1,0,0,0,0,0,0,0,0,2,8,0,0
2015,1,DURANGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,1,GUANAJUATO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,1,GUERRERO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,1,HIDALGO,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2015,1,JALISCO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015,1,MÉXICO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,1,MICHOACÁN DE OCAMPO,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2015,1,MORELOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,1,NAYARIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,1,NUEVO LEÓN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,1,OAXACA,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
2015,1,PUEBLA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,1,QUERÉTARO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,1,QUINTANA ROO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,1,SAN LUIS POTOSÍ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,1,SINALOA,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1
2015,1,SONORA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,1,TABASCO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,1,TAMAULIPAS,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0
2015,1,TLAXCALA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,1,VERACRUZ DE IGNACIO DE LA LLAVE,4,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,0
2015,1,YUCATÁN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,1,ZACATECAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,2,AGUASCALIENTES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,2,BAJA CALIFORNIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,2,BAJA CALIFORNIA SUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,2,CAMPECHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,2,COAHUILA DE ZARAGOZA,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
2015,2,COLIMA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,2,CHIAPAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,2,CHIHUAHUA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,2,CIUDAD DE MÉXICO,33,16,0,1,0,2,2,5,0,1,0,0,0,0,0,0,4,7,0,0
2015,2,DURANGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,2,GUANAJUATO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,2,GUERRERO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,2,HIDALGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,2,JALISCO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015,2,MÉXICO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,2,MICHOACÁN DE OCAMPO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015,2,MORELOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,2,NAYARIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,2,NUEVO LEÓN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,2,OAXACA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,2,PUEBLA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,2,QUERÉTARO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,2,QUINTANA ROO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,2,SAN LUIS POTOSÍ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,2,SINALOA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,2,SONORA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,2,TABASCO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,2,TAMAULIPAS,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
2015,2,TLAXCALA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,2,VERACRUZ DE IGNACIO DE LA LLAVE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,2,YUCATÁN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015,2,ZACATECAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,3,AGUASCALIENTES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,3,BAJA CALIFORNIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,3,BAJA CALIFORNIA SUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,3,CAMPECHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,3,COAHUILA DE ZARAGOZA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,3,COLIMA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,3,CHIAPAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,3,CHIHUAHUA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,3,CIUDAD DE MÉXICO,88,39,1,0,0,1,1,8,0,0,0,0,0,0,0,0,5,17,0,0
2015,3,DURANGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,3,GUANAJUATO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,3,GUERRERO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,3,HIDALGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,3,JALISCO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,3,MÉXICO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,3,MICHOACÁN DE OCAMPO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,3,MORELOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,3,NAYARIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,3,NUEVO LEÓN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,3,OAXACA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,3,PUEBLA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,3,QUERÉTARO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,3,QUINTANA ROO,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,3,SAN LUIS POTOSÍ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,3,SINALOA,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2015,3,SONORA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,3,TABASCO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,3,TAMAULIPAS,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0
2015,3,TLAXCALA,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2015,3,VERACRUZ DE IGNACIO DE LA LLAVE,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
2015,3,YUCATÁN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,3,ZACATECAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,4,AGUASCALIENTES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,4,BAJA CALIFORNIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,4,BAJA CALIFORNIA SUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,4,CAMPECHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,4,COAHUILA DE ZARAGOZA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,4,COLIMA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,4,CHIAPAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,4,CHIHUAHUA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,4,CIUDAD DE MÉXICO,33,15,6,1,1,0,1,4,0,0,0,0,0,0,0,0,6,11,0,0
2015,4,DURANGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,4,GUANAJUATO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,4,GUERRERO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,4,HIDALGO,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2015,4,JALISCO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,4,MÉXICO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
